CAT,NUMCAP,DESC,MEDICO
R81,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R82,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R83,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R84,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R85,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R86,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R87,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R88,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R89,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R90,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R91,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R92,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R93,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R94,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R95,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R96,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R97,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R98,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R99,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
S00,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S01,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S02,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S03,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S04,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S05,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S06,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S07,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S08,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S09,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S10,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S11,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S12,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S13,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S14,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S15,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S16,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S17,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S18,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S19,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S20,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S21,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S22,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S23,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S24,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S25,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S26,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S27,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S28,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S29,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S30,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S31,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S32,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S33,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S34,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S35,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S36,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S37,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S38,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S39,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S40,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S41,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S42,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S43,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S44,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S45,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S46,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S47,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S48,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S49,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S50,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S51,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S52,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S53,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S54,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S55,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S56,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S57,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S58,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S59,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S60,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S61,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S62,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S63,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S64,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S65,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S66,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S67,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S68,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S69,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S70,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S71,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S72,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S73,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S74,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S75,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S76,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S77,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S78,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S79,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S80,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S81,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S82,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S83,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S84,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S85,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S86,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S87,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S88,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S89,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S90,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S91,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S92,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S93,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S94,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S95,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S96,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S97,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S98,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
S99,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T00,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T01,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T02,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T03,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T04,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T05,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T06,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T07,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T08,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T09,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T10,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T11,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T12,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T13,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T14,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T15,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T16,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T17,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T18,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T19,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T20,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T21,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T22,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T23,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T24,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T25,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T26,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T27,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T28,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T29,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T30,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T31,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T32,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T33,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T34,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T35,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T36,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T37,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T38,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T39,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T40,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T41,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T42,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T43,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T44,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T45,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T46,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T47,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T48,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T49,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T50,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T51,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T52,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T53,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T54,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T55,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T56,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T57,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T58,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T59,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T60,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T61,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T62,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T63,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T64,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T65,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T66,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T67,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T68,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T69,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T70,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T71,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T72,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T73,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T74,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T75,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T76,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T77,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T78,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T79,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T80,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T81,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T82,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T83,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T84,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T85,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T86,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T87,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T88,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T89,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T90,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T91,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T92,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T93,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T94,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T95,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T96,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T97,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T98,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
T99,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
U00,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
U01,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
U02,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
U03,19,XIX. Lesões enven e alg out conseq causas externas,Clínico
U04,22,XXII.Códigos para propósitos especiais,Clínico
U05,22,XXII.Códigos para propósitos especiais,Clínico
U06,22,XXII.Códigos para propósitos especiais,Clínico
U07,22,XXII.Códigos para propósitos especiais,Clínico
U08,22,XXII.Códigos para propósitos especiais,Clínico
U09,22,XXII.Códigos para propósitos especiais,Clínico
U10,22,XXII.Códigos para propósitos especiais,Clínico
U11,22,XXII.Códigos para propósitos especiais,Clínico
U12,22,XXII.Códigos para propósitos especiais,Clínico
U13,22,XXII.Códigos para propósitos especiais,Clínico
U14,22,XXII.Códigos para propósitos especiais,Clínico
U15,22,XXII.Códigos para propósitos especiais,Clínico
U16,22,XXII.Códigos para propósitos especiais,Clínico
U17,22,XXII.Códigos para propósitos especiais,Clínico
U18,22,XXII.Códigos para propósitos especiais,Clínico
U19,22,XXII.Códigos para propósitos especiais,Clínico
U20,22,XXII.Códigos para propósitos especiais,Clínico
U21,22,XXII.Códigos para propósitos especiais,Clínico
U22,22,XXII.Códigos para propósitos especiais,Clínico
U23,22,XXII.Códigos para propósitos especiais,Clínico
U24,22,XXII.Códigos para propósitos especiais,Clínico
U25,22,XXII.Códigos para propósitos especiais,Clínico
U26,22,XXII.Códigos para propósitos especiais,Clínico
U27,22,XXII.Códigos para propósitos especiais,Clínico
U28,22,XXII.Códigos para propósitos especiais,Clínico
U29,22,XXII.Códigos para propósitos especiais,Clínico
U30,22,XXII.Códigos para propósitos especiais,Clínico
U31,22,XXII.Códigos para propósitos especiais,Clínico
U32,22,XXII.Códigos para propósitos especiais,Clínico
U33,22,XXII.Códigos para propósitos especiais,Clínico
U34,22,XXII.Códigos para propósitos especiais,Clínico
U35,22,XXII.Códigos para propósitos especiais,Clínico
U36,22,XXII.Códigos para propósitos especiais,Clínico
U37,22,XXII.Códigos para propósitos especiais,Clínico
U38,22,XXII.Códigos para propósitos especiais,Clínico
U39,22,XXII.Códigos para propósitos especiais,Clínico
U40,22,XXII.Códigos para propósitos especiais,Clínico
U41,22,XXII.Códigos para propósitos especiais,Clínico
U42,22,XXII.Códigos para propósitos especiais,Clínico
U43,22,XXII.Códigos para propósitos especiais,Clínico
U44,22,XXII.Códigos para propósitos especiais,Clínico
U45,22,XXII.Códigos para propósitos especiais,Clínico
U46,22,XXII.Códigos para propósitos especiais,Clínico
U47,22,XXII.Códigos para propósitos especiais,Clínico
U48,22,XXII.Códigos para propósitos especiais,Clínico
U49,22,XXII.Códigos para propósitos especiais,Clínico
U50,22,XXII.Códigos para propósitos especiais,Clínico
U51,22,XXII.Códigos para propósitos especiais,Clínico
U52,22,XXII.Códigos para propósitos especiais,Clínico
U53,22,XXII.Códigos para propósitos especiais,Clínico
U54,22,XXII.Códigos para propósitos especiais,Clínico
U55,22,XXII.Códigos para propósitos especiais,Clínico
U56,22,XXII.Códigos para propósitos especiais,Clínico
U57,22,XXII.Códigos para propósitos especiais,Clínico
U58,22,XXII.Códigos para propósitos especiais,Clínico
U59,22,XXII.Códigos para propósitos especiais,Clínico
U60,22,XXII.Códigos para propósitos especiais,Clínico
U61,22,XXII.Códigos para propósitos especiais,Clínico
U62,22,XXII.Códigos para propósitos especiais,Clínico
U63,22,XXII.Códigos para propósitos especiais,Clínico
U64,22,XXII.Códigos para propósitos especiais,Clínico
U65,22,XXII.Códigos para propósitos especiais,Clínico
U66,22,XXII.Códigos para propósitos especiais,Clínico
U67,22,XXII.Códigos para propósitos especiais,Clínico
U68,22,XXII.Códigos para propósitos especiais,Clínico
U69,22,XXII.Códigos para propósitos especiais,Clínico
U70,22,XXII.Códigos para propósitos especiais,Clínico
U71,22,XXII.Códigos para propósitos especiais,Clínico
U72,22,XXII.Códigos para propósitos especiais,Clínico
U73,22,XXII.Códigos para propósitos especiais,Clínico
U74,22,XXII.Códigos para propósitos especiais,Clínico
U75,22,XXII.Códigos para propósitos especiais,Clínico
U76,22,XXII.Códigos para propósitos especiais,Clínico
U77,22,XXII.Códigos para propósitos especiais,Clínico
U78,22,XXII.Códigos para propósitos especiais,Clínico
U79,22,XXII.Códigos para propósitos especiais,Clínico
U80,22,XXII.Códigos para propósitos especiais,Clínico
U81,22,XXII.Códigos para propósitos especiais,Clínico
U82,22,XXII.Códigos para propósitos especiais,Clínico
U83,22,XXII.Códigos para propósitos especiais,Clínico
U84,22,XXII.Códigos para propósitos especiais,Clínico
U85,22,XXII.Códigos para propósitos especiais,Clínico
U86,22,XXII.Códigos para propósitos especiais,Clínico
U87,22,XXII.Códigos para propósitos especiais,Clínico
U88,22,XXII.Códigos para propósitos especiais,Clínico
U89,22,XXII.Códigos para propósitos especiais,Clínico
U90,22,XXII.Códigos para propósitos especiais,Clínico
U91,22,XXII.Códigos para propósitos especiais,Clínico
U92,22,XXII.Códigos para propósitos especiais,Clínico
U93,22,XXII.Códigos para propósitos especiais,Clínico
U94,22,XXII.Códigos para propósitos especiais,Clínico
U95,22,XXII.Códigos para propósitos especiais,Clínico
U96,22,XXII.Códigos para propósitos especiais,Clínico
U97,22,XXII.Códigos para propósitos especiais,Clínico
U98,22,XXII.Códigos para propósitos especiais,Clínico
U99,22,XXII.Códigos para propósitos especiais,Clínico
V00,22,XXII.Códigos para propósitos especiais,Clínico
V01,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V02,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V03,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V04,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V05,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V06,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V07,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V08,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V09,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V10,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V11,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V12,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V13,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V14,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V15,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V16,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V17,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V18,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V19,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V20,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V21,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V22,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V23,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V24,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V25,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V26,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V27,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V28,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V29,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V30,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V31,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V32,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V33,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V34,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V35,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V36,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V37,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V38,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V39,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V40,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V41,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V42,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V43,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V44,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V45,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V46,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V47,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V48,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V49,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V50,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V51,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V52,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V53,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V54,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V55,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V56,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V57,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V58,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V59,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V60,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V61,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V62,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V63,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V64,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V65,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V66,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V67,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V68,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V69,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V70,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V71,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V72,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V73,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V74,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V75,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V76,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V77,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V78,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V79,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V80,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V81,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V82,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V83,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V84,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V85,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V86,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V87,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V88,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V89,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V90,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V91,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V92,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V93,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V94,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V95,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V96,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V97,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V98,20,XX.  Causas externas de morbidade e mortalidade,Clínico
V99,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W00,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W01,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W02,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W03,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W04,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W05,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W06,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W07,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W08,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W09,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W10,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W11,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W12,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W13,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W14,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W15,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W16,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W17,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W18,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W19,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W20,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W21,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W22,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W23,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W24,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W25,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W26,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W27,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W28,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W29,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W30,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W31,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W32,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W33,20,XX.  Causas externas de morbidade e mortalidade,Clínico
